30817385,cp,variety of cp,3,1,3,,cp,,,variety,of cp,p26;,google.co.uk;google.com;google.ca;,213672664;213653025;213683877;,uncertain,4,1,4
235517748,cpa,manager with cliftonlarsonallen llp,1,1,1,,cpa,,,manager,with cliftonlarsonallen llp,p8a;,idahobusinessreview.com;,20325769;,no,1,3,5
20195798,techno crazed,bestseller on all romance,1,1,1,techno,crazed,,,bestseller,on all romance,p8a;,sarahmakela.com;,333118280;,no,0,4,5
34279179,culture,sense of cultural identity,1,1,1,,culture,,,sense,of cultural identity,p3a;,pbs.org;,380732664;,yes,5,1,3
273170832,cupcake,miette,1,1,1,,cupcake,,,miette,,p34;,blogspot.com;,89723854;,no,0,3,6
237816240,harley-davidson street glide cvo,new motorcycle from harley-davidson,1,1,1,harley-davidson street glide,cvo,,new,motorcycle,from harley-davidson,p8a;,motorcycle.com;,252150445;,yes,6,1,2
46720929,cyanide,selective analysis of ion,1,1,1,,cyanide,,selective,analysis,of ion,p27a;,google.es;,75970157;,no,0,3,6
389050924,marshall danmiy,best-turned-out-man in america,1,1,1,marshall,danmiy,,,best-turned-out-man,in america,p12a;,ufl.edu;,87715240;,no,1,3,5
466309901,da',dynabrade palm sander model,1,1,1,,da',,dynabrade palm sander,model,,p8a;,hotrodders.com;,246456745;,no,0,3,6
43867468,game developer,various background,1,1,1,game,developer,,various,background,,p5;,dailysocial.net;,294923857;,no,1,0,8
69236352,fourth degree,many other local organization,2,1,2,fourth,degree,,many other local,organization,,p3a;,legacy.com;pressherald.com;,315678680;315317720;,no,0,0,9
93324141,deal for fire mountain,top brand,1,1,1,,deal,for fire mountain,top,brand,,p1;,knoji.com;,64436186;,no,0,2,7
104163259,home design,addition,1,1,1,home,design,,,addition,,p8b;,freerepublic.com;,196523287;,no,1,2,6
138297365,joy despondency,symptom,1,1,1,joy,despondency,,,symptom,,p8a;,avesta.org;,9250116;,yes,5,2,2
142973806,development of hcc,professional growth,2,1,1,,development,of hcc,professional,growth,,p3a;,villagesoup.com;,28380014;142660502;,no,1,2,6
144460193,destruction,laotian people,1,1,1,,destruction,,laotian,people,,p1;,radicalparty.org;,231776533;,no,0,0,9
331340546,rsa des,established standard,1,1,1,rsa,des,,established,standard,,p8a;,google.com;,116022119;,no,1,2,6
345889853,defender of the,however,1,1,1,,defender,of the,,however,,p8a;,baptistnews.com;,76123933;,no,0,0,9
431442827,current density,density between about 0.1,3,1,1,current,density,,,density,between about 0.1,p8a;,google.co.uk;,302935871;272381170;117119003;,no,2,2,5
499955920,sacred despot,serviceable band,1,1,1,sacred,despot,,serviceable,band,,p8a;,docstoc.com;,312563552;,no,0,2,7
390563,derive dimension,explanation with diagram,1,1,1,derive,dimension,,,explanation,with diagram,p3a;,lacoe.edu;,422017634;,no,1,3,5
244376510,display content controller 6,display controller,5,1,3,,display,content controller 6,display,controller,,p5;,google.com;google.es;google.ca;,386308170;386125988;385980802;385879897;386240653;,uncertain,4,2,3
255433140,swimming pool dimensions,good chance,1,1,1,swimming pool,dimensions,,good,chance,,p8a;,isport.com;,365163363;,no,0,0,9
318508265,skin diseasesany disease,deviation,1,1,1,skin diseasesany,disease,,,deviation,,p8a;,icd9data.com;,106186321;,no,2,0,7
513653978,known distribution,consequence of diffusion,1,1,1,known,distribution,,,consequence,of diffusion,p8a;,questia.com;,59823431;,uncertain,2,3,4
79804658,800pmdjs wiilwaal salah donyale,news,1,1,1,800pmdjs wiilwaal salah,donyale,,,news,,p8a;,kfai.org;,372229415;,no,0,1,8
127062450,ken dodd,day,1,1,1,ken,dodd,,,day,,p5;,cinematreasures.org;,452748764;,no,0,0,9
196029839,dress,post with do's,1,1,1,,dress,,,post,with do's,p43;,modestjune.com;,4305847;,no,0,0,9
308939360,obesity drug,vivus qsymia,1,1,1,obesity,drug,,vivus,qsymia,,p23c;,fool.com;,174092799;,no,1,0,8
461499976,drop of brilliance,common response,1,1,1,,drop,of brilliance,common,response,,p8b;,marshallandme.com;,306998611;,no,0,1,8
493068154,dragon,good move,1,1,1,,dragon,,good,move,,p8b;,mangahelpers.com;,410735967;,no,0,1,8
87978997,eaca,hemostatic agent,1,1,1,,eaca,,hemostatic,agent,,p2;,google.com;,158173464;,no,1,3,5
310750986,earl,prince of the royal,1,1,1,,earl,,,prince,of the royal,p8b;,angelfire.com;,405346901;,no,3,1,5
401988194,earthquake,day since a couple,1,1,1,,earthquake,,,day,since a couple,p12a;,earthquake-report.com;,15070809;,no,0,0,9
493445912,effect,power food gregarious nate,1,1,1,,effect,,power food gregarious,nate,,p8a;,kitchenparade.com;,258608066;,no,0,1,8
414562612,environment,tad dusty,1,1,1,,environment,,tad,dusty,,p8b;,londonreconnections.com;,188783126;,no,1,3,5
140679423,reliance tj et,attitude,1,1,1,reliance tj,et,,,attitude,,p24;,history.ac.uk;,454914816;,no,0,1,8
17471831,fact europe,long-term investment,1,1,1,fact,europe,,long-term,investment,,p8a;,seekingalpha.com;,432792277;,no,0,1,8
140519485,eu,workshop with south africas,1,1,1,,eu,,,workshop,with south africas,p3a;,sportingpost.co.za;,210795431;,no,0,0,9
413288236,everytime a bomb,location,1,1,1,,everytime,a bomb,,location,,p8a;,programmersheaven.com;,10240430;,no,0,0,9
14220439,execution the empire,criminal human being,1,1,1,,execution,the empire,criminal human,being,,p23d;,religion-online.org;,203211093;,no,0,1,8
19194895,extent,smart-mode,1,1,1,,extent,,,smart-mode,,p36;,phoronix.com;,95899172;,no,0,1,8
137559495,executive the right,filter,1,1,1,,executive,the right,,filter,,p5;,thetechherald.com;,138316200;,no,0,1,8
128278874,fact a wedding,conformist act,1,1,1,,fact,a wedding,conformist,act,,p8a;,noisyastronomer.com;,165408630;,no,0,2,7
172501359,fact,big year for me,1,1,1,,fact,,big,year,for me,p8a;,mlblogs.com;,395033108;,no,0,0,9
247606769,fau,important week because ground,1,1,1,,fau,,important,week,because ground,p8b;,rivals.com;,146884477;,no,0,0,9
380991926,parking facility,accessible area,1,1,1,parking,facility,,accessible,area,,p5;,globalspec.com;,363494755;,yes,6,0,3
363977372,idaho shakespeare festival,boise,1,1,1,idaho shakespeare,festival,,,boise,,p3a;,boisecentre.com;,333267037;,no,0,2,7
5863624,organic film,printing process,1,1,1,organic,film,,printing,process,,p5;,google.com;,66132962;,no,1,3,5
232328027,purpose fig 4,validation process,1,1,1,purpose,fig,4,validation,process,,p43;,researchgate.net;,421383480;,no,0,4,5
328628703,fig 4,event timeline,1,1,1,,fig,4,event,timeline,,p8a;,google.fr;,418824963;,no,1,3,5
329768117,fig 4,printout of the result,1,1,1,,fig,4,,printout,of the result,p8a;,google.es;,323632960;,no,2,2,5
442161917,filter,utensil,1,1,1,,filter,,,utensil,,p1;,jewishgen.org;,143028790;,no,2,2,5
461058370,si file,software,1,1,1,si,file,,,software,,p5;,intomobile.com;,152056484;,uncertain,0,5,4
73112750,sophomore caroline fleming,team top scorer,1,1,1,sophomore caroline,fleming,,,team,top scorer,p12a;,miprepzone.com;,392528357;,yes,7,0,2
293912861,cork floor,material for the renovation,1,1,1,cork,floor,,,material,for the renovation,p3a;,thegreenbuilding.net;,395097988;,yes,5,2,2
249028587,djemma el fna,back,1,1,1,djemma el,fna,,,back,,p23d;,worldnomads.com;,28041775;,no,0,4,5
128340018,fast food,hard job,1,1,1,fast,food,,hard,job,,p8a;,cnn.com;,176151838;,yes,7,0,2
180242083,toms footwear,collection of jogging shoe,1,1,1,toms,footwear,,,collection,of jogging shoe,p8a;,mhfwiki.net;,83998112;,yes,6,1,2
206266009,strike force,character interaction,1,1,1,strike,force,,character,interaction,,p8d;,tikiroom.com;,190121330;,uncertain,0,5,4
259366994,force,worldwhere the government cannot,1,1,1,,force,,,worldwhere,the government cannot,p25;,nybooks.com;,40748048;,no,0,0,9
301156992,food in the dining,other cruise,1,1,1,,food,in the dining,other,cruise,,p8a;,cruisecritic.com;,436618407;,no,0,0,9
448460478,wrong format,costume,1,1,1,wrong,format,,,costume,,p12c;,blogspot.com;,433063454;,no,0,0,9
151188949,framework of the international,rcsl,1,1,1,,framework,of the international,,rcsl,,p23e;,isa-sociology.org;,297776911;,no,0,3,6
290306600,fret,dipole-dipole energy transfer mechanism,2,1,1,,fret,,dipole-dipole energy transfer,mechanism,,p8a;,freshpatents.com;,79001972;64479849;,uncertain,0,6,3
293517612,cabernet franc,december,1,1,1,cabernet,franc,,,december,,p21c;,blogspot.com;,225347779;,no,0,1,8
412074703,covalent organic framework,particle,2,1,1,covalent organic,framework,,,particle,,p8a;,faqs.org;,261560509;261570633;,no,0,3,6
251838969,ftp,information bank,1,1,1,,ftp,,information,bank,,p5;,wordpress.com;,306212704;,uncertain,1,4,4
41706002,fund,several consideration,1,1,1,,fund,,several,consideration,,p3a;,federalregister.gov;,412598633;,no,0,0,9
456025589,fuel in diesel,gasoline,1,1,1,,fuel,in diesel,,gasoline,,p8a;,autoblog.com;,186136415;,uncertain,4,2,3
113921403,gallon of water,proper decal application ratio,1,1,1,,gallon,of water,proper decal application,ratio,,p8a;,latemodelrestoration.com;,256989687;,no,1,0,8
184688610,gallager,great president of marketing,1,1,1,,gallager,,great,president,of marketing,p8b;,deadline.com;,18374402;,uncertain,2,5,2
309000481,game,mmorpg from the newcomer,1,1,1,,game,,,mmorpg,from the newcomer,p8a;,teragameguide.net;,253802624;,no,1,2,6
233867433,gbc,red cross shelter,1,1,1,,gbc,,red cross,shelter,,p8b;,blogspot.com;,448351675;,uncertain,1,4,4
8377928,oc gear,bio feature,3,1,3,oc,gear,,bio,feature,,p5;,cdrinfo.com;techpowerup.com;overclock3d.net;,146142810;146144633;146122149;,no,1,3,5
201775436,genet,teen-age ethiopian girl,1,1,1,,genet,,teen-age ethiopian,girl,,p8a;,iocc.org;,419509125;,uncertain,1,5,3
285572852,full gear,accessory,1,1,1,full,gear,,,accessory,,p1;,guildwars2guru.com;,156101795;,no,4,0,5
489362977,genius of stand,art form,1,1,1,,genius,of stand,art,form,,p12a;,allclassical.org;,57188507;,no,1,1,7
99559518,fact gibson,agentand consider the fact,1,1,1,fact,gibson,,,agentand,consider the fact,p8a;,verysmartbrothas.com;,103926848;,no,1,1,7
203770605,thanks glade,simple code,1,1,1,thanks,glade,,simple,code,,p8a;,programmersheaven.com;,184746070;,uncertain,0,5,4
187094011,go,cnn,1,1,1,,go,,,cnn,,p24;,cnn.com;,445041494;,no,0,0,9
217844103,chinese government,progressive-thinking,1,1,1,chinese,government,,,progressive-thinking,,p8a;,slashdot.org;,340956384;,no,2,0,7
294239128,commercial goods,division,1,1,1,commercial,goods,,,division,,p3a;,typepad.com;,318989280;,no,3,1,5
226628987,grape,other woody species,1,1,1,,grape,,other woody,species,,p5;,usda.gov;,205250485;,no,3,1,5
291399484,grant,violence against woman,1,1,1,,grant,,,violence,against woman,p8a;,wikipedia.org;,418248462;,no,0,0,9
324669850,ac group,assess control group mac,1,1,1,ac,group,,assess control group,mac,,p37;,pubmedcentralcanada.ca;,421631042;,uncertain,0,5,4
381847061,criminal justice graduate,star for the gamecocks,1,1,1,criminal justice,graduate,,,star,for the gamecocks,p8b;,upi.com;,400212172;,no,0,3,6
396261020,help higher ground,area church,1,1,1,help higher,ground,,area,church,,p1;,cbn.com;,213986384;,no,1,2,6
252397719,older guy,year old playing,1,1,1,older,guy,,,year,old playing,p23b;,blogspot.com;,164607696;,no,1,1,7
404014957,suspect gunman,u.s military activity,1,1,1,suspect,gunman,,,u.s,military activity,p8a;,cnn.com;,309104870;,no,2,1,6
241382009,hay,rare extravagance,1,1,1,,hay,,rare,extravagance,,p8b;,electricscotland.com;,46285219;,no,0,0,9
346665875,office hardware,graphic,1,1,1,office,hardware,,,graphic,,p3a;,vaasla.org;,309668198;,no,0,1,8
379173829,voice anne hathaway,home two,3,1,3,voice anne,hathaway,,,home,two,p3a;,zap2it.com;thefutoncritic.com;tvseriesfinale.com;,15107423;14799081;102056085;,no,0,0,9
396238237,meg harper,dancer,1,1,1,meg,harper,,,dancer,,p1;,dancemagazine.com;,113914517;,uncertain,3,5,1
97510057,dolphin browser hd,good alternative,1,1,1,dolphin browser,hd,,good,alternative,,p8a;,androidpit.com;,412960792;,uncertain,2,3,4
85553000,bulbous head,thick veined shaft,1,1,1,bulbous,head,,thick veined,shaft,,p8b;,literotica.com;,216844159;,no,1,2,6
165953472,head as one,cain,1,1,1,,head,as one,,cain,,p21b;,i-am-bored.com;,238134907;,no,0,0,9
202090893,heart of chicago's north,train stop,1,1,1,,heart,of chicago's north,train,stop,,p20a;,meetup.com;,371032649;,uncertain,1,6,2
405826624,heaven,administration man,1,1,1,,heaven,,administration,man,,p11;,uky.edu;,119329837;,no,0,0,9
460576402,here,im thinking of guy,1,1,1,,here,,im,thinking,of guy,p24;,raysprospects.com;,92594733;,no,0,0,9
47216484,hitler' notorious mein kampf,other famous politician struggle,1,1,1,,hitler',notorious mein kampf,other famous politician,struggle,,p5;,americanthinker.com;,43915486;,no,1,3,5
259489173,histocompatibility antigen-driven t-cell response,wt1 gene transcript,1,1,1,,histocompatibility,antigen-driven t-cell response,wt1 gene,transcript,,p5;,bloodjournal.org;,366824029;,uncertain,1,5,3
212035232,hmm,couple of tempting one,1,1,1,,hmm,,,couple,of tempting one,p8c;,terrypratchettbooks.com;,359044656;,no,0,0,9
163572597,house on haunted hill,remake of a horror,1,1,1,,house,on haunted hill,,remake,of a horror,p8a;,filmfreakcentral.net;,141473509;,yes,6,1,2
